1 cup sugar;"['Button squash' 'Mustard seed' 'Octopus' 'Pumpkins' 'Kangaroo' 'Pilchard'
 'Asparagus' 'Capsicums' 'Mushrooms' 'Rape seed']"
1/2 tsp. ground cinnamon;"['Ground nuts' 'Rockmelon' 'Ling common' 'Green beans' 'Diamond fish'
 'Onion' 'Quinoa' 'Salmon' 'Megrim' 'Apricot']"
1/2 teaspoon dried thyme;"['Raspberries' 'Diamond fish' 'Mandarin' 'Mandarins' 'Rape seed'
 'Tangerines' 'Nectarines' 'Almond milk' 'Cranberries' 'Watermelons']"
1 yellow onion, thinly sliced;"['Lentils' 'Sunflower seed' 'Coconut milk' 'Melons' 'Melons' 'Hazelnuts'
 'Rape seed' 'Pistachios' 'Cashew nut' 'Nectarines']"
"1 cup chopped celery hearts (inner stalks and leaves; from 1 bunch)";"['Gooseberries' 'Butter beans' 'Sunflower seed' 'Aubergines' 'Nectarines'
 'Raspberries' 'Blueberries' 'Green beans' 'Diamond fish' 'Mustard seed']"
2 teaspoons ground coriander;"['Ground nuts' 'Nectarines' 'Ling common' 'Butter beans' 'Diamond fish'
 'Button squash' 'Broccoli' 'Broccoli' 'Cranberries' 'Watermelons']"
1 tablespoon Worcestershire sauce;"['Raspberries' 'Gooseberries' 'Tangerines' 'Blueberries' 'Strawberries'
 'Strawberries' 'Button squash' 'Sunflower seed' 'Rape seed' 'Cashew nut']"
2 tsp fresh oregano leaves, chopped;"['Green beans' 'Sesame seed' 'Butter beans' 'Cantelope' 'Pineapples'
 'Cranberries' 'Mustard seed' 'Peaches' 'Mussels' 'Spinach']"
6 chicken thighs, boned;"['Chicken' 'Chick peas' 'Lentils' 'Whiting' 'Zucchini' 'Rockmelon'
 'Rape seed' 'Rock fish' 'Nectarines' 'Artichokes']"
1 1⁄2 cups milk;"['Coconut milk' 'Buffalo milk' 'Almond milk' 'Soy-milk' 'Milk' 'Octopus'
 'Mussels' 'Pumpkins' 'Mushrooms' 'Capsicums']"
1/2 teaspoon white pepper;"['Sesame seed' 'Peppers' 'Cantelope' 'Pineapples' 'Cashew nut' 'Chick peas'
 'Raspberries' 'Strawberries' 'Gooseberries' 'Strawberries']"
1/2 teaspoon Worcestershire sauce;"['Raspberries' 'Gooseberries' 'Tangerines' 'Strawberries' 'Strawberries'
 'Button squash' 'Sunflower seed' 'Rape seed' 'Cashew nut' 'Blueberries']"
1/2 tablespoon kosher salt;"['Cashew nut' 'Raspberries' 'Cauliflowers' 'Diamond fish' 'Strawberries'
 'Strawberries' 'Gooseberries' 'Button squash' 'Peppers' 'Sunflower seed']"
1 stick (1/2 cup) butter, softened;"['Butter beans' 'Mustard seed' 'Sunflower seed' 'Chick peas' 'Cucumbers'
 'Aubergines' 'Raspberries' 'Butter' 'Chicken' 'Mackerel']"
1 Glas Tomate(n), passierte (500ml);"['Tomatoes' 'Tomatoes' 'Tangerines' 'Watermelons' 'Almond milk'
 'Raspberries' 'Gooseberries' 'Coconut milk' 'Potatoes' 'Mackerel']"
1 teaspoon brown sugar;"['Button squash' 'Raspberries' 'Sea bass' 'Kangaroo' 'Cashew nut'
 'Watermelons' 'Green beans' 'Pears' 'Beans' 'Diamond fish']"
2 tablespoons olive oil, plus more for the roasting pan and basting;"['Rape seed' 'Sesame seed' 'Green beans' 'Butter beans' 'Cauliflowers'
 'Capsicums' 'Kiwi fruit' 'Almond milk' 'Diamond fish' 'Coconut milk']"
1 quart oil for deep frying;"['Sunflower seed' 'Cuttlefish' 'Gooseberries' 'Butter beans' 'Mustard seed'
 'Barley' 'Herring' 'Swordfish' 'Artichokes' 'Kiwi fruit']"
2 shallots, halved;"['Buffalo milk' 'Cauliflowers' 'Button squash' 'Carrots' 'Walnuts'
 'Sunflower seed' 'Potatoes' 'Rape seed' 'Mushrooms' 'Hazelnuts']"
1/4 tsp Ginger Powder;"['Ginger' 'Tangerines' 'Raspberries' 'Ling common' 'Butter beans'
 'Cauliflowers' 'Sunflower seed' 'Whiting' 'Kangaroo' 'Cantelope']"
1/2 Teaspoon Salt;"['Peanuts' 'Tomatoes' 'Tomatoes' 'Beetroot' 'Sea bass' 'Pineapples'
 'Chick peas' 'Cashew nut' 'Ling common' 'Tuna']"
butter for cake pan;"['Butter beans' 'Butter' 'Currants' 'Rockmelon' 'Cuttlefish' 'Chick peas'
 'Blueberries' 'Watermelons' 'Raspberries' 'Green beans']"
1 teaspoon Worcestershire sauce;"['Raspberries' 'Gooseberries' 'Tangerines' 'Strawberries' 'Strawberries'
 'Button squash' 'Sunflower seed' 'Rape seed' 'Cashew nut' 'Blueberries']"
1/2 c. brown sugar;"['Button squash' 'Prawns' 'Kangaroo' 'Ling common' 'Green beans' 'Trout'
 'Melons' 'Ginger' 'Sunflower seed' 'Melons']"
1 teaspoon coarse salt, plus more to taste;"['Sesame seed' 'Button squash' 'Asparagus' 'Rape seed' 'Pineapples'
 'Raspberries' 'Butter beans' 'Sunflower seed' 'Peanuts' 'Carrots']"
Salt;"['Salmon' 'Walnuts' 'Oats' 'Sole' 'Hazelnuts' 'Dates' 'Wheat' 'Barley'
 'Garlic' 'Rabbit']"
3 large eggs;"['Tangerines' 'Asparagus' 'Rape seed' 'Eggs' 'Aubergines' 'Nectarines'
 'Dates' 'Pears' 'Watermelons' 'Green beans']"
1 pound pork bones;"['Ground nuts' 'Butter beans' 'Pumpkins' 'Mandarins' 'Tangerines'
 'Aubergines' 'Green beans' 'Ling common' 'Almond milk' 'Apples']"
1 3-inch piece ginger, peeled, thinly sliced;"['Tangerines' 'Pineapples' 'Chick peas' 'Sunflower seed' 'Lentils'
 'Zucchini' 'Gherkins' 'Rape seed' 'Eggplants' 'Aubergines']"
1 pound bulk Italian sausage;"['Ground nuts' 'Button squash' 'Rutabage' 'Almond milk' 'Diamond fish'
 'Butter beans' 'Sunflower seed' 'Walnuts' 'Sea bass' 'Pumpkins']"
¼ teaspoon freshly ground black pepper;"['Almond milk' 'Coconut milk' 'Cantelope' 'Chick peas' 'Ground nuts'
 'Raspberries' 'Green beans' 'Gooseberries' 'Butter beans' 'Button squash']"
1 tablespoon yellow or dijon mustard;"['Cashew nut' 'Sunflower seed' 'Watermelons' 'Cauliflowers' 'Swordfish'
 'Hazelnuts' 'Rape seed' 'Almond milk' 'Raspberries' 'Diamond fish']"
1 pound unpeeled, medium-size raw shrimp (4 1/50 count);"['Ground nuts' 'Diamond fish' 'Apricot' 'Mandarin' 'Cucumbers' 'Mandarins'
 'Cuttlefish' 'Cashew nut' 'Kiwi fruit' 'Anglerfish']"
3 tablespoons Asian fish sauce (nam pla);"['Diamond fish' 'Cuttlefish' 'Coconut milk' 'Button squash' 'Rock fish'
 'Capsicums' 'Anglerfish' 'Cashew nut' 'Almond milk' 'Butter beans']"
Olivenöl;"['Olives' 'Fennel' 'Lentils' 'Chicken' 'Eel' 'Pineapples' 'Sole' 'Milk'
 'Rice' 'Lime']"
2 Kugel/n Mozzarella;"['Mackerel' 'Butter beans' 'Quinoa' 'Kangaroo' 'Porbeagle' 'Cantelope'
 'Nectarines' 'Tangerines' 'Aubergines' 'Tuna']"
Red Wine Sauce, for serving (optional);"['Sunflower seed' 'Ling common' 'Rape seed' 'Pineapples' 'Kiwi fruit'
 'Raspberries' 'Watermelons' 'Cauliflowers' 'Peaches' 'Lentils']"
1 medium Onion (chopped);"['Onion' 'Quinces' 'Pineapples' 'Artichokes' 'Sesame seed' 'Diamond fish'
 'Lemon' 'Button squash' 'Quinoa' 'Fennel']"
2 tablespoons soy sauce;"['Button squash' 'Rutabage' 'Rape seed' 'Sesame seed' 'Watermelons'
 'Strawberries' 'Mustard seed' 'Strawberries' 'Diamond fish' 'Melons']"
salt and ground black pepper to taste;"['Ground nuts' 'Sunflower seed' 'Chick peas' 'Green beans' 'Peppers'
 'Walnuts' 'Mackerel' 'Kangaroo' 'Rape seed' 'Mandarins']"
Vegetable oil for deep frying. (use a small pan);"['Nectarines' 'Green beans' 'Aubergines' 'Butter beans' 'Herring'
 'Cherries' 'Hazelnuts' 'Swordfish' 'Cuttlefish' 'Sesame seed']"
2 garlic cloves, minced;"['Cauliflowers' 'Artichokes' 'Olives' 'Garlic' 'Buffalo milk'
 'Mustard seed' 'Sunflower seed' 'Rape seed' 'Tangerines' 'Chick peas']"
1/4 cup vegetable oil;"['Buffalo milk' 'Rutabage' 'Cuttlefish' 'Strawberries' 'Strawberries'
 'Buffalo' 'Lentils' 'Beetroot' 'Cucumbers' 'Nectarines']"
1 Spring Onion / Scallion;"['Onion' 'Ling common' 'Salmon' 'Apricot' 'Spinach' 'Broccoli' 'Broccoli'
 'Green beans' 'Ground nuts' 'Diamond fish']"
8 ounces cream cheese, room temperature;"['Sesame seed' 'Mushrooms' 'Raspberries' 'Gooseberries' 'Mustard seed'
 'Peaches' 'Beetroot' 'Ling common' 'Green beans' 'Blueberries']"
3-4 additional zucchinis if you're making timbales;"['Pistachios' 'Artichokes' 'Button squash' 'Zucchini' 'Cucumbers'
 'Pineapples' 'Buffalo milk' 'Cauliflowers' 'Coconut milk' 'Walnuts']"
1 Carrot (chopped);"['Carrots' 'Cantelope' 'Artichokes' 'Carp' 'Cranberries' 'Mustard seed'
 'Cowpeas' 'Peaches' 'Kangaroo' 'Currants']"
Salt, optional;"['Salmon' 'Spinach' 'Buffalo milk' 'Button squash' 'Sea bass' 'Soy-milk'
 'Cantelope' 'Sole' 'Shark mako' 'Pineapples']"
1 small bulb of fennel;"['Fennel' 'Aubergines' 'Buffalo milk' 'Cauliflowers' 'Salmon' 'Tomatoes'
 'Tomatoes' 'Mackerel' 'Rape seed' 'Cantelope']"
2 teaspoons garam masala;"['Asparagus' 'Coconut milk' 'Button squash' 'Kangaroo' 'Sea bass'
 'Mandarins' 'Capsicums' 'Mushrooms' 'Tangerines' 'Shark mako']"
10 sesame burger buns;"['Sesame seed' 'Green beans' 'Butter beans' 'Asparagus' 'Tangerines'
 'Gooseberries' 'Currants' 'Sea bass' 'Aubergines' 'Raspberries']"
2 tubs Knorr® Homestyle Stock - Beef;"['Mushrooms' 'Sesame seed' 'Blueberries' 'Watermelons' 'Mustard seed'
 'Pomelo' 'Pollock' 'Kangaroo' 'Tomatoes' 'Tomatoes']"
1/4 cup olive oil;"['Olives' 'Buffalo milk' 'Broccoli' 'Broccoli' 'Cuttlefish' 'Sole'
 'Almond milk' 'Ling common' 'Coconut milk' 'Cauliflowers']"
1 clove garlic, thinly sliced;"['Sunflower seed' 'Zucchini' 'Nectarines' 'Mustard seed' 'Garlic' 'Peaches'
 'Rock fish' 'Mandarins' 'Rape seed' 'Pistachios']"
8 slices Canadian-style bacon, warmed;"['Cantelope' 'Pilchard' 'Pistachios' 'Ling common' 'Watermelons'
 'Sesame seed' 'Cauliflowers' 'Mustard seed' 'Coconut milk' 'Sea bass']"
2 teaspoons baking soda;"['Green beans' 'Butter beans' 'Sea bass' 'Raspberries' 'Sesame seed'
 'Gooseberries' 'Button squash' 'Pumpkins' 'Rutabage' 'Gherkins']"
4 teaspoons gochujang (Korean chili paste, such as Annie Chun's);"['Button squash' 'Tangerines' 'Gooseberries' 'Asparagus' 'Cashew nut'
 'Nectarines' 'Raspberries' 'Coconut milk' 'Butter beans' 'Diamond fish']"
1 tsp minced garlic;"['Garlic' 'Spinach' 'Mandarin' 'Mandarins' 'Pineapples' 'Raspberries'
 'Diamond fish' 'Coconut milk' 'Ginger' 'Megrim']"
6 slices (1/2-inch-thick) French bread;"['Chick peas' 'Green beans' 'Chicken' 'Butter beans' 'Pilchard' 'Zucchini'
 'Rape seed' 'Pistachios' 'Mustard seed' 'Sunflower seed']"
10 tbsp mayonnaise;"['Mandarins' 'Asparagus' 'Diamond fish' 'Almonds' 'Tomatoes' 'Mandarin'
 'Tomatoes' 'Rutabage' 'Eggplants' 'Shark mako']"
2 cups all purpose flour;"['Buffalo milk' 'Mustard seed' 'Cauliflowers' 'Mussels' 'Mushrooms'
 'Cashew nut' 'Grapefruit' 'Pomelo' 'Sunflower seed' 'Lobster']"
6 stalks green onion (cut into 3-4 inch strands);"['Green beans' 'Cashew nut' 'Mustard seed' 'Butter beans' 'Button squash'
 'Walnuts' 'Hazelnuts' 'Capsicums' 'Chestnuts' 'Pistachios']"
12 corn tortillas;"['Lentils' 'Coconut milk' 'Almond milk' 'Green beans' 'Octopus' 'Tomatoes'
 'Cherries' 'Tomatoes' 'Currants' 'Potatoes']"
3 tablespoons of water;"['Cauliflowers' 'Lobster' 'Rutabage' 'Raspberries' 'Gooseberries'
 'Strawberries' 'Strawberries' 'Diamond fish' 'Melons' 'Melons']"
40 to 50 ladyfingers;"['Tangerines' 'Nectarines' 'Ginger' 'Mandarins' 'Rock fish' 'Swordfish'
 'Anglerfish' 'Cuttlefish' 'Cranberries' 'Strawberries']"
1 pound pork loin, cut into 3-inch x 1/4-inch strips;"['Ground nuts' 'Button squash' 'Zucchini' 'Pumpkins' 'Artichokes'
 'Ling common' 'Diamond fish' 'Gooseberries' 'Coconut milk'
 'Sunflower seed']"
3 scallions, cut into 1-inch pieces;"['Pistachios' 'Coconut milk' 'Button squash' 'Quinces' 'Walnuts' 'Potatoes'
 'Hazelnuts' 'Artichokes' 'Tangerines' 'Raspberries']"
1 tablespoon soy sauce;"['Button squash' 'Rutabage' 'Rape seed' 'Sesame seed' 'Watermelons'
 'Strawberries' 'Strawberries' 'Diamond fish' 'Mustard seed' 'Salmon']"
2 tablespoons pickle relish;"['Mackerel' 'Rock fish' 'Raspberries' 'Gooseberries' 'Diamond fish'
 'Peppers' 'Capsicums' 'Anglerfish' 'Cuttlefish' 'Chick peas']"
Pink Salt to taste;"['Potatoes' 'Button squash' 'Sea bass' 'Chick peas' 'Quinoa' 'Diamond fish'
 'Salmon' 'Lobster' 'Walnuts' 'Carrots']"
1 tablespoon olive oil;"['Almond milk' 'Coconut milk' 'Buffalo milk' 'Raspberries' 'Strawberries'
 'Strawberries' 'Diamond fish' 'Salmon' 'Fennel' 'Olives']"
400 g Reis (Risottoreis);"['Potatoes' 'Tomatoes' 'Tomatoes' 'Rape seed' 'Chestnuts' 'Tangerines'
 'Cuttlefish' 'Pistachios' 'Nectarines' 'Raspberries']"
1 kleine Zwiebel(n);"['Green beans' 'Sesame seed' 'Almond milk' 'Butter beans' 'Fennel'
 'Lentils' 'Mackerel' 'Rape seed' 'Rockmelon' 'Nectarines']"
Dutch-process cocoa powder, for dusting (optional);"['Grapefruit' 'Strawberries' 'Strawberries' 'Kiwi fruit' 'Ling common'
 'Coconut milk' 'Sunflower seed' 'Herring' 'Broccoli' 'Avocados']"
1 Medjool Date;"['Dates' 'Beetroot' 'Tomatoes' 'Tomatoes' 'Potatoes' 'Sole' 'Maize' 'Wheat'
 'Melons' 'Swedes']"
1 tsp vanilla extract;"['Asparagus' 'Cauliflowers' 'Apricot' 'Spinach' 'Mandarin' 'Rutabage'
 'Beetroot' 'Kangaroo' 'Eggplants' 'Mandarins']"
2 - 4 tablespoons miso paste (to taste);"['Sesame seed' 'Tomatoes' 'Tomatoes' 'Rape seed' 'Cantelope' 'Almond milk'
 'Coconut milk' 'Buffalo milk' 'Diamond fish' 'Cauliflowers']"
3 tablespoons olive oil;"['Almond milk' 'Coconut milk' 'Buffalo milk' 'Watermelons' 'Raspberries'
 'Strawberries' 'Gooseberries' 'Diamond fish' 'Strawberries' 'Fennel']"
1 teaspoon Soy Sauce;"['Button squash' 'Lettuce' 'Peanuts' 'Soybean' 'Peaches' 'Sea bass'
 'Cantelope' 'Asparagus' 'Chestnuts' 'Chick peas']"
1/4 teaspoon salt;"['Button squash' 'Beans' 'Watermelons' 'Melons' 'Melons' 'Diamond fish'
 'Peanuts' 'Sea bass' 'Beetroot' 'Mushrooms']"
Thinly sliced red chile, such as fresno for garnishing;"['Anglerfish' 'Green beans' 'Diamond fish' 'Chick peas' 'Pistachios'
 'Butter beans' 'Button squash' 'Sunflower seed' 'Herring' 'Cherries']"
1/2 cup sugar;"['Button squash' 'Mustard seed' 'Octopus' 'Pumpkins' 'Pilchard' 'Kangaroo'
 'Cucumbers' 'Rape seed' 'Rock fish' 'Asparagus']"
1 Teaspoon Chicken stock powder;"['Chick peas' 'Chicken' 'Rape seed' 'Sesame seed' 'Cauliflowers' 'Peppers'
 'Peaches' 'Lobster' 'Mackerel' 'Tomatoes']"
1/4 pound Chinese or Vietnamese rice noodles, (banh pho);"['Sesame seed' 'Sunflower seed' 'Cherries' 'Blueberries' 'Ground nuts'
 'Green beans' 'Chestnuts' 'Rape seed' 'Pineapples' 'Almond milk']"
1/2 cup (1 stick) butter room temperature;"['Butter beans' 'Chick peas' 'Gooseberries' 'Capsicums' 'Mushrooms'
 'Raspberries' 'Blueberries' 'Mustard seed' 'Button squash'
 'Sunflower seed']"
1 teaspoon red pepper flakes, or to taste;"['Pineapples' 'Raspberries' 'Green beans' 'Butter beans' 'Gooseberries'
 'Diamond fish' 'Button squash' 'Carrots' 'Peppers' 'Rape seed']"
1 cup chopped peeled baking potato;"['Sunflower seed' 'Rape seed' 'Ling common' 'Green beans' 'Butter beans'
 'Quinoa' 'Kangaroo' 'Pumpkins' 'Gherkins' 'Zucchini']"
2-3 tablespoons heavy cream;"['Raspberries' 'Rutabage' 'Rape seed' 'Capsicums' 'Asparagus' 'Cashew nut'
 'Cuttlefish' 'Almond milk' 'Watermelons' 'Coconut milk']"
1 tablespoon fresh lemon juice;"['Cantelope' 'Rape seed' 'Grapefruit' 'Cuttlefish' 'Cashew nut'
 'Green beans' 'Raspberries' 'Almond milk' 'Mustard seed' 'Diamond fish']"
300 grams raw prawns;"['Prawns' 'Eggplants' 'Mandarins' 'Cashew nut' 'Raspberries' 'Green beans'
 'Strawberries' 'Strawberries' 'Butter beans' 'Grapes']"
1 cucumber (peeled, seeded and cut into 3-4 inch sticks);"['Cucumbers' 'Green beans' 'Mustard seed' 'Butter beans' 'Button squash'
 'Sunflower seed' 'Rape seed' 'Aubergines' 'Watermelons' 'Sesame seed']"
4 ribs celery, halved crosswise and lengthwise;"['Ground nuts' 'Strawberries' 'Strawberries' 'Diamond fish' 'Blueberries'
 'Raspberries' 'Butter beans' 'Mustard seed' 'Sunflower seed' 'Herring']"
3 cups cooked long-grain rice;"['Gooseberries' 'Rockmelon' 'Aubergines' 'Cranberries' 'Quinces' 'Broccoli'
 'Zucchini' 'Mackerel' 'Pumpkins' 'Cherries']"
2 corn tortillas (I used Mission Extra Thin yellow corn);"['Cashew nut' 'Pistachios' 'Ground nuts' 'Watermelons' 'Cauliflowers'
 'Cantelope' 'Swordfish' 'Aubergines' 'Nectarines' 'Anglerfish']"
2 large eggs, lightly beaten with a pinch of kosher salt;"['Artichokes' 'Green beans' 'Cauliflowers' 'Tangerines' 'Pistachios'
 'Kiwi fruit' 'Butter beans' 'Button squash' 'Sunflower seed' 'Peaches']"
1 teaspoon vanilla;"['Coconut milk' 'Almond milk' 'Green beans' 'Butter beans' 'Buffalo milk'
 'Diamond fish' 'Fennel' 'Button squash' 'Lentils' 'Sea bass']"
3 2 pounds racks baby back ribs, cut into 6 equal portions;"['Button squash' 'Ground nuts' 'Mandarins' 'Rockmelon' 'Nectarines'
 'Aubergines' 'Raspberries' 'Watermelons' 'Green beans' 'Cranberries']"
3/4 teaspoon chili powder;"['Cauliflowers' 'Coconut milk' 'Peaches' 'Peppers' 'Sunflower seed'
 'Cantelope' 'Pistachios' 'Pineapples' 'Artichokes' 'Raspberries']"
1 package (2 1/2 teaspoons) active dry yeast;"['Raspberries' 'Butter beans' 'Mackerel' 'Rape seed' 'Asparagus'
 'Chick peas' 'Tangerines' 'Sesame seed' 'Watermelons' 'Green beans']"
⅓ cup black vinegar;"['Kangaroo' 'Pumpkins' 'Mackerel' 'Cucumbers' 'Aubergines' 'Nectarines'
 'Chick peas' 'Butter beans' 'Ginger' 'Quinoa']"
Olive oil cooking spray;"['Olives' 'Chick peas' 'Melons' 'Melons' 'Gherkins' 'Rock fish'
 'Nectarines' 'Artichokes' 'Almond milk' 'Cauliflowers']"
Lemon wedges, for serving;"['Diamond fish' 'Sunflower seed' 'Almond milk' 'Lemon' 'Gooseberries'
 'Swedes' 'Lobster' 'Almonds' 'Herring' 'Mandarin']"
Freshly ground pepper;"['Ground nuts' 'Peppers' 'Pineapples' 'Blueberries' 'Almond milk'
 'Mustard seed' 'Fennel' 'Celery' 'Melons' 'Melons']"
Salt and Pepper;"['Peppers' 'Mustard seed' 'Cantelope' 'Pineapples' 'Salmon' 'Strawberries'
 'Strawberries' 'Mandarin' 'Mandarins' 'Tangerines']"
1 whole duck (about 4-5 lbs);"['Coconut milk' 'Chick peas' 'Peanuts' 'Rhombus' 'Sea bass' 'Avocados'
 'Rock fish' 'Chestnuts' 'Cucumbers' 'Shark mako']"
1/2 tsp oil;"['Lentils' 'Soy-milk' 'Ground nuts' 'Raspberries' 'Almond milk' 'Milk'
 'Oats' 'Sole' 'Coconut milk' 'Buffalo milk']"
1/3 lb. pork loin;"['Rockmelon' 'Pumpkins' 'Gherkins' 'Rock fish' 'Aubergines' 'Shark mako'
 'Watermelons' 'Pork' 'Blueberries' 'Corn']"
Extra-virgin olive oil, for serving (optional);"['Nectarines' 'Kiwi fruit' 'Ling common' 'Cauliflowers' 'Sunflower seed'
 'Cantelope' 'Aubergines' 'Cranberries' 'Strawberries' 'Gooseberries']"
